19995, Avatar,150.437577, 2009-12-10,2787965087,7.2
285, Pirates of the Caribbean: At World's End,139.082615, 2007-05-19,961000000,6.9
206647, Spectre,107.376788, 2015-10-26,880674609,6.3
49026, The Dark Knight Rises,112.31295, 2012-07-16,1084939099,7.6
49529, John Carter,43.926995, 2012-03-07,284139100,6.1
559, Spider-Man 3,115.699814, 2007-05-01,890871626,5.9
38757, Tangled,48.681969, 2010-11-24,591794936,7.4
99861, Avengers: Age of Ultron,134.279229, 2015-04-22,1405403694,7.3
767, Harry Potter and the Half-Blood Prince,98.885637, 2009-07-07,933959197,7.4
209112, Batman v Superman: Dawn of Justice,155.790452, 2016-03-23,873260194,5.7
1452, Superman Returns,57.925623, 2006-06-28,391081192,5.4
10764, Quantum of Solace,107.928811, 2008-10-30,586090727,6.1
58, Pirates of the Caribbean: Dead Man's Chest,145.847379, 2006-06-20,1065659812,7
57201, The Lone Ranger,49.046956, 2013-07-03,89289910,5.9
49521, Man of Steel,99.398009, 2013-06-12,662845518,6.5
2454, The Chronicles of Narnia: Prince Caspian,53.978602, 2008-05-15,419651413,6.3
24428, The Avengers,144.448633, 2012-04-25,1519557910,7.4
1865, Pirates of the Caribbean: On Stranger Tides,135.413856, 2011-05-14,1045713802,6.4
41154, Men in Black 3,52.035179, 2012-05-23,624026776,6.2
122917, The Hobbit: The Battle of the Five Armies,120.965743, 2014-12-10,956019788,7.1
1930, The Amazing Spider-Man,89.866276, 2012-06-27,752215857,6.5
20662, Robin Hood,37.668301, 2010-05-12,310669540,6.2
57158, The Hobbit: The Desolation of Smaug,94.370564, 2013-12-11,958400000,7.6
2268, The Golden Compass,42.990906, 2007-12-04,372234864,5.8
254, King Kong,61.22601, 2005-12-14,550000000,6.6
597, Titanic,100.025899, 1997-11-18,1845034188,7.5
271110, Captain America: Civil War,198.372395, 2016-04-27,1153304495,7.1
44833, Battleship,64.928382, 2012-04-11,303025485,5.5
135397, Jurassic World,418.708552, 2015-06-09,1513528810,6.5
37724, Skyfall,93.004993, 2012-10-25,1108561013,6.9
558, Spider-Man 2,35.149586, 2004-06-25,783766341,6.7
68721, Iron Man 3,77.68208, 2013-04-18,1215439994,6.8
12155, Alice in Wonderland,78.530105, 2010-03-03,1025491110,6.4
36668, X-Men: The Last Stand,3.857526, 2006-05-24,459359555,6.3
62211, Monsters University,89.186492, 2013-06-20,743559607,7
8373, Transformers: Revenge of the Fallen,21.939663, 2009-06-19,836297228,6
91314, Transformers: Age of Extinction,116.840296, 2014-06-25,1091405097,5.8
68728, Oz: The Great and Powerful,46.985445, 2013-03-07,491868548,5.7
102382, The Amazing Spider-Man 2,89.270217, 2014-04-16,705717432,6.5
20526, TRON: Legacy,73.79505, 2010-12-10,400062763,6.3
49013, Cars 2,49.98659, 2011-06-11,559852396,5.8
44912, Green Lantern,51.872839, 2011-06-16,219851172,5.1
10193, Toy Story 3,59.995418, 2010-06-16,1066969703,7.6
534, Terminator Salvation,71.862892, 2009-05-20,371353001,5.9
168259, Furious 7,102.322217, 2015-04-01,1506249360,7.3
72190, World War Z,81.834855, 2013-06-20,531865000,6.7
127585, X-Men: Days of Future Past,118.078691, 2014-05-15,747862775,7.5
54138, Star Trek Into Darkness,78.291018, 2013-05-05,467365246,7.4
81005, Jack the Giant Slayer,43.349855, 2013-02-27,197687603,5.5
64682, The Great Gatsby,61.196071, 2013-05-10,351040419,7.3
9543, Prince of Persia: The Sands of Time,62.169881, 2010-05-19,335154643,6.2
68726, Pacific Rim,56.523205, 2013-07-11,407602906,6.7
38356, Transformers: Dark of the Moon,28.529607, 2011-06-28,1123746996,6.1
217, Indiana Jones and the Kingdom of the Crystal Skull,75.674458, 2008-05-21,786636033,5.7
105864, The Good Dinosaur,51.692953, 2015-11-14,331926147,6.6
62177, Brave,125.114374, 2012-06-21,538983207,6.7
188927, Star Trek Beyond,65.352913, 2016-07-07,343471816,6.6
10681, WALL·E,66.390712, 2008-06-22,521311860,7.8
5174, Rush Hour 3,22.57178, 2007-08-08,258022233,6.1
14161,2012,45.274225, 2009-10-10,769653595,5.6
17979, A Christmas Carol,39.744242, 2009-11-04,325233863,6.6
76757, Jupiter Ascending,85.36908, 2015-02-04,183987723,5.2
258489, The Legend of Tarzan,42.741719, 2016-06-29,356743061,5.5
411, The Chronicles of Narnia: The Lion,67.391328, 2005-12-07,748806957,6.7
246655, X-Men: Apocalypse,139.272042, 2016-05-18,543934787,6.4
155, The Dark Knight,187.322927, 2008-07-16,1004558444,8.2
14160, Up,92.201962, 2009-05-13,735099082,7.7
15512, Monsters vs Aliens,36.167578, 2009-03-19,381509870,6
1726, Iron Man,120.725053, 2008-04-30,585174222,7.4
44826, Hugo,32.319043, 2011-11-22,185770160,7
8487, Wild Wild West,40.748915, 1999-06-29,222104681,5.1
1735, The Mummy: Tomb of the Dragon Emperor,60.034162, 2008-07-01,401128639,5.2
297761, Suicide Squad,90.23792, 2016-08-02,745000000,5.9
2698, Evan Almighty,27.082182, 2007-06-09,173000000,5.3
137113, Edge of Tomorrow,79.456485, 2014-05-27,370541256,7.6
9804, Waterworld,44.640292, 1995-07-28,264218220,5.9
14869, G.I. Joe: The Rise of Cobra,32.852443, 2009-08-04,302469017,5.6
150540, Inside Out,128.655964, 2015-06-09,857611174,8
278927, The Jungle Book,94.199316, 2016-04-07,966550600,6.7
10138, Iron Man 2,77.300194, 2010-04-28,623933331,6.6
58595, Snow White and the Huntsman,77.178973, 2012-05-30,396600000,5.8
102651, Maleficent,110.620647, 2014-05-28,758539785,7
119450, Dawn of the Planet of the Apes,243.791743, 2014-06-26,710644566,7.3
79698, The Lovers,2.418535, 2015-02-13,0,4.8
64686, 47 Ronin,41.796339, 2013-12-06,150962475,5.9
100402, Captain America: The Winter Soldier,72.225265, 2014-03-20,714766572,7.6
10192, Shrek Forever After,44.041186, 2010-05-16,752600867,6
158852, Tomorrowland,130.311355, 2015-05-19,209154322,6.2
177572, Big Hero 6,203.73459, 2014-10-24,652105443,7.8
82690, Wreck-It Ralph,62.341073, 2012-11-01,471222889,7.1
5255, The Polar Express,47.323228, 2004-11-10,305875730,6.4
47933, Independence Day: Resurgence,48.775723, 2016-06-22,389681935,4.9
10191, How to Train Your Dragon,67.263269, 2010-03-05,494878759,7.5
296, Terminator 3: Rise of the Machines,69.405188, 2003-07-02,435000000,5.9
118340, Guardians of the Galaxy,481.098624, 2014-07-30,773328629,7.9
157336, Interstellar,724.247784, 2014-11-05,675120017,8.1
27205, Inception,167.58371, 2010-07-14,825532764,8.1
315011, Shin Godzilla,9.476999, 2016-07-29,77000000,6.5
49051, The Hobbit: An Unexpected Journey,108.849621, 2012-11-26,1021103568,7
9799, The Fast and the Furious,6.909942, 2001-06-22,207283925,6.6
4922, The Curious Case of Benjamin Button,60.269279, 2008-11-24,333932083,7.3
49538, X-Men: First Class,3.195174, 2011-05-24,353624124,7.1
131634, The Hunger Games: Mockingjay - Part 2,127.284427, 2015-11-18,653428261,6.6
27022, The Sorcerer's Apprentice,35.580815, 2010-07-13,215283742,5.8
503, Poseidon,21.133748, 2006-05-12,181674817,5.5
241259, Alice Through the Looking Glass,56.268916, 2016-05-25,299370084,6.5
810, Shrek the Third,42.986467, 2007-05-17,798958165,6
68735, Warcraft,63.148529, 2016-05-25,433677183,6.3
87101, Terminator Genisys,202.042635, 2015-06-23,440603537,5.8
10140, The Chronicles of Narnia: The Voyage of the Dawn Treader,49.661984, 2010-08-13,415686217,6.2
676, Pearl Harbor,34.20669, 2001-05-21,449220945,6.6
1858, Transformers,25.468493, 2007-06-27,709709780,6.6
1966, Alexander,39.019229, 2004-11-21,167298192,5.6
675, Harry Potter and the Order of the Phoenix,78.144395, 2007-06-28,938212738,7.4
674, Harry Potter and the Goblet of Fire,101.250416, 2005-11-05,895921036,7.5
8960, Hancock,56.758411, 2008-07-01,624029371,6.2
6479, I Am Legend,70.867401, 2007-12-14,585349010,6.9
118, Charlie and the Chocolate Factory,53.905592, 2005-07-13,474968763,6.7
2062, Ratatouille,65.677399, 2007-06-22,623722818,7.5
272, Batman Begins,115.040024, 2005-06-10,374218673,7.5
10527, Madagascar: Escape 2 Africa,44.141021, 2008-10-30,603900354,6.2
18360, Night at the Museum: Battle of the Smithsonian,81.781591, 2009-05-20,413106170,5.9
2080, X-Men Origins: Wolverine,5.954334, 2009-04-28,373062864,6.2
605, The Matrix Revolutions,73.313918, 2003-11-05,424988211,6.4
109445, Frozen,165.125366, 2013-11-27,1274219009,7.3
604, The Matrix Reloaded,70.78591, 2003-05-15,738599701,6.7
76338, Thor: The Dark World,99.499595, 2013-10-29,644571402,6.8
76341, Mad Max: Fury Road,434.278564, 2015-05-13,378858340,7.2
13448, Angels & Demons,67.447636, 2009-05-13,356613439,6.5
10195, Thor,86.493424, 2011-04-21,449326618,6.6
13053, Bolt,41.845878, 2008-11-21,309979994,6.3
19585, G-Force,26.710398, 2009-07-21,292817841,5.1
57165, Wrath of the Titans,44.927635, 2012-03-27,301000000,5.5
62213, Dark Shadows,50.306728, 2012-05-08,245527149,5.7
177677, Mission: Impossible - Rogue Nation,114.522237, 2015-07-23,682330139,7.1
7978, The Wolfman,21.214571, 2010-02-11,0,5.5
5559, Bee Movie,29.332905, 2007-10-28,287594577,5.7
49444, Kung Fu Panda 2,51.247321, 2011-05-25,665692281,6.7
10196, The Last Airbender,33.769336, 2010-06-30,318502923,4.7
956, Mission: Impossible III,63.079003, 2006-05-03,397850012,6.5
117251, White House Down,39.004588, 2013-06-27,205366737,6.4
50321, Mars Needs Moms,12.362599, 2011-03-09,38992758,5.5
11619, Flushed Away,22.550135, 2006-10-22,64459316,6
266647, Pan,48.03528, 2015-09-24,128388320,5.9
82703, Mr. Peabody & Sherman,38.73494, 2014-02-07,272912430,6.7
652, Troy,66.803149, 2004-05-13,497409852,6.9
80321, Madagascar 3: Europe's Most Wanted,44.989192, 2012-06-06,746921274,6.4
36669, Die Another Day,54.159392, 2002-11-17,431971116,5.8
43074, Ghostbusters,66.21806, 2016-07-14,229147509,5.3
95, Armageddon,58.485967, 1998-07-01,553799566,6.4
608, Men in Black II,91.332849, 2002-07-03,441818803,6
2310, Beowulf,35.601665, 2007-11-05,195735876,5.5
140300, Kung Fu Panda 3,56.747978, 2016-01-23,521170825,6.7
56292, Mission: Impossible - Ghost Protocol,77.77477, 2011-12-07,694713380,6.8
81188, Rise of the Guardians,61.788035, 2012-11-21,306941670,7.1
7552, Fun with Dick and Jane,25.159168, 2005-12-21,202026112,5.9
616, The Last Samurai,52.341226, 2003-12-05,456758981,7.3
147441, Exodus: Gods and Kings,101.599427, 2014-12-03,268031828,5.6
13475, Star Trek,73.616808, 2009-05-06,385680446,7.4
557, Spider-Man,82.502566, 2002-05-01,821708551,6.8
82702, How to Train Your Dragon 2,100.21391, 2014-06-12,609123048,7.6
205584, Gods of Egypt,56.257249, 2016-02-25,150680864,5.3
10048, Stealth,17.88953, 2005-07-28,76932943,4.9
13183, Watchmen,64.798873, 2009-03-05,185258983,7
944, Lethal Weapon 4,24.855701, 1998-07-10,285444603,6.3
1927, Hulk,34.981698, 2003-06-19,245360480,5.3
72559, G.I. Joe: Retaliation,59.325589, 2013-03-26,371876278,5.4
7364, Sahara,21.605568, 2005-04-06,119269486,5.7
2114, Final Fantasy: The Spirits Within,26.074908, 2001-07-02,85131830,5.9
1771, Captain America: The First Avenger,74.506246, 2011-07-22,370569774,6.6
36643, The World Is Not Enough,39.604363, 1999-11-08,361832400,6
8619, Master and Commander: The Far Side of the World,36.973031, 2003-11-14,212011111,6.9
50620, The Twilight Saga: Breaking Dawn - Part 2,99.687084, 2012-11-13,829000000,6.1
65759, Happy Feet Two,17.7735, 2011-11-17,150406466,5.8
1724, The Incredible Hulk,62.898336, 2008-06-12,163712074,6.1
267935, The BFG,44.19092, 2016-06-01,183345589,6
281957, The Revenant,100.635882, 2015-12-25,532950503,7.3
77950, Turbo,44.765377, 2013-07-11,282570682,6.1
44896, Rango,29.91353, 2011-03-02,245724603,6.6
270946, Penguins of Madagascar,84.366984, 2014-11-22,373552094,6.5
2503, The Bourne Ultimatum,45.381501, 2007-08-03,442824138,7.3
9502, Kung Fu Panda,84.689648, 2008-06-04,631744560,6.9
102899, Ant-Man,120.09361, 2015-07-14,519311965,7
101299, The Hunger Games: Catching Fire,76.310119, 2013-11-15,847423452,7.4
228161, Home,63.473086, 2015-03-18,368871007,6.8
74, War of the Worlds,48.572726, 2005-06-28,591739379,6.2
8961, Bad Boys II,38.068736, 2003-07-18,273339556,6.3
417859, Puss in Boots,20.678787, 2011-10-28,554987477,6.4
27576, Salt,48.829437, 2010-07-21,293329073,6.2
86834, Noah,46.115758, 2014-03-20,362637473,5.6
17578, The Adventures of Tintin,89.938296, 2011-10-25,371940071,6.7
673, Harry Potter and the Prisoner of Azkaban,79.679601, 2004-05-31,789804554,7.7
6972, Australia,28.840997, 2008-11-18,49554002,6.3
82700, After Earth,42.840582, 2013-05-30,243843127,5
10567, Dinosaur,26.548594, 2000-05-19,354248063,6.2
181533, Night at the Museum: Secret of the Tomb,115.597753, 2014-12-17,349424282,6.1
38055, Megamind,68.757242, 2010-10-28,321887208,6.7
671, Harry Potter and the Philosopher's Stone,109.984351, 2001-11-16,976475550,7.5
49524, R.I.P.D.,39.448066, 2013-07-18,61648500,5.4
22, Pirates of the Caribbean: The Curse of the Black Pearl,271.972889, 2003-07-09,655011224,7.5
131631, The Hunger Games: Mockingjay - Part 1,206.227151, 2014-11-18,752100229,6.6
591, The Da Vinci Code,45.313197, 2006-05-17,767820459,6.5
172385, Rio 2,42.40024, 2014-03-19,500188435,6.3
36658, X2,2.871739, 2003-04-24,407711549,6.8
51497, Fast Five,7.255718, 2011-04-20,626137675,7.1
58574, Sherlock Holmes: A Game of Shadows,81.499621, 2011-11-22,334615000,7
18823, Clash of the Titans,47.686442, 2010-04-01,232713139,5.6
